address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
9015 Compton Ave,LOS ANGELES,CA,90002,530000,2332.0,6.0,4.0,293.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/9015-Compton-Ave-Los-Angeles-CA-90002/20954341_zpid/
8806 Beach St,LOS ANGELES,CA,90002,1100000,2848.0,6.0,6.0,123.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/8806-Beach-St-Los-Angeles-CA-90002/20954699_zpid/
9802 Graham Ave APT D,Los Angeles,CA,90002,645000,2656.0,8.0,4.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/9802-Graham-Ave-APT-D-Los-Angeles-CA-90002/2087504121_zpid/
918 E 93rd St,LOS ANGELES,CA,90002,381000,1268.0,3.0,2.0,31.0,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/918-E-93rd-St-Los-Angeles-CA-90002/20957889_zpid/
1516 E 98th St,LOS ANGELES,CA,90002,379999,975.0,3.0,2.0,49.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1516-E-98th-St-Los-Angeles-CA-90002/20956461_zpid/
1461 E 90th St,LOS ANGELES,CA,90002,299900,700.0,2.0,1.0,87.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1461-E-90th-St-Los-Angeles-CA-90002/20954320_zpid/
802 E Colden Ave,LOS ANGELES,CA,90002,530000,1915.0,4.0,3.0,263.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/802-E-Colden-Ave-Los-Angeles-CA-90002/20958259_zpid/
E 92nd St,Los Angeles,CA,90002,,1996.0,0.0,,295.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/247249723_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 100th St,Los angeles,CA,90002,,,0.0,,242.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250226268_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 99th St,LOS ANGELES,CA,90002,,1056.0,3.0,1.0,178.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/249426652_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Colden Ave,LOS ANGELES,CA,90002,,1294.0,3.0,2.0,186.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/249472025_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Pace Ave,LOS ANGELES,CA,90002,,1212.0,2.0,1.0,228.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/248769929_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 103rd St,LOS ANGELES,CA,90002,,1064.0,3.0,2.0,219.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/248785979_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Mary Ave,LOS ANGELES,CA,90002,,1107.0,3.0,1.0,186.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/249323311_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Grape St,LOS ANGELES,CA,90002,,1166.0,4.0,2.0,163.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/249575431_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Holmes Ave,LOS ANGELES,CA,90002,,3388.0,7.0,6.0,170.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/249647045_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 100th St,LOS ANGELES,CA,90002,,1017.0,3.0,1.0,151.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/249743862_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Grandee Ave,LOS ANGELES,CA,90002,,2337.0,4.0,2.0,120.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250147993_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Compton Ave,Los Angeles,CA,90002,,930.0,2.0,1.0,313.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/243987727_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 92nd St,LOS ANGELES,CA,90002,,725.0,2.0,1.0,108.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250296946_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Holmes Ave,LOS ANGELES,CA,90002,,1332.0,4.0,2.0,115.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250314179_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 91st St,LOS ANGELES,CA,90002,,1159.0,2.0,1.0,95.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250504057_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Ivy St,LOS ANGELES,CA,90002,,834.0,3.0,1.0,88.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250650262_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 95th St,LOS ANGELES,CA,90002,,1075.0,3.0,1.0,82.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250693607_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Beach St,LOS ANGELES,CA,90002,,1792.0,4.0,2.0,50.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/249679682_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 94th St,LOS ANGELES,CA,90002,,1064.0,2.0,1.0,30.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/251278261_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Wilmington Ave,LOS ANGELES,CA,90002,,1938.0,4.0,1.0,18.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/250198634_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Colden Ave,LOS ANGELES,CA,90002,,864.0,2.0,1.0,38.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/251194840_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 87th Pl,LOS ANGELES,CA,90002,,2280.0,6.0,4.0,15.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/250243138_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 97th St,LOS ANGELES,CA,90002,,960.0,2.0,1.0,53.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/251156724_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Mary Ave,LOS ANGELES,CA,90002,,992.0,3.0,1.0,207.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/245942978_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 105th St,LOS ANGELES,CA,90002,,624.0,2.0,1.0,106.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/250314897_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 94th St,LOS ANGELES,CA,90002,,1633.0,3.0,2.0,88.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/249047031_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Mckinley Ave,LOS ANGELES,CA,90002,,1440.0,3.0,2.0,109.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/247444799_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Compton Ave,LOS ANGELES,CA,90002,,782.0,2.0,1.0,57.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250996965_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 87th St,Los Angeles,CA,90002,,1508.0,4.0,3.0,81.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/241535227_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Parmelee Ave,LOS ANGELES,CA,90002,,1239.0,3.0,2.0,73.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/249679683_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 93rd St,LOS ANGELES,CA,90002,,1038.0,2.0,2.0,37.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/251362933_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Anzac Ave,LOS ANGELES,CA,90002,,1688.0,4.0,3.0,47.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/251064443_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Holmes Ave,LOS ANGELES,CA,90002,,1736.0,3.0,2.0,108.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/245247640_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Croesus Ave,Los Angeles,CA,90002,,984.0,2.0,1.0,270.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/243943378_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 101st St,LOS ANGELES,CA,90002,,1170.0,3.0,2.0,74.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250784453_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 95th St,LOS ANGELES,CA,90002,,590.0,1.0,1.0,74.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250784452_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Defiance Ave,LOS ANGELES,CA,90002,,990.0,3.0,1.0,85.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250773238_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
145 E 77th St,LOS ANGELES,CA,90003,319900,1027.0,3.0,2.0,14.0,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/145-E-77th-St-Los-Angeles-CA-90003/20940303_zpid/
244 W 61st St,Los Angeles,CA,90003,350000,1068.0,2.0,1.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/244-W-61st-St-Los-Angeles-CA-90003/2086278233_zpid/
242 E 81st St,LOS ANGELES,CA,90003,500000,,,,1.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/242-E-81st-St-Los-Angeles-CA-90003/20945282_zpid/
145 W 71st St,LOS ANGELES,CA,90003,520000,1792.0,4.0,3.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/145-W-71st-St-Los-Angeles-CA-90003/20933791_zpid/
233 E 77th St,LOS ANGELES,CA,90003,349000,592.0,2.0,1.0,1.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/233-E-77th-St-Los-Angeles-CA-90003/20940505_zpid/
126 W Gage Ave,LOS ANGELES,CA,90003,415000,1416.0,4.0,2.0,1.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/126-W-Gage-Ave-Los-Angeles-CA-90003/20929957_zpid/
250 E 61st St,LOS ANGELES,CA,90003,519000,2720.0,4.0,4.0,1.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/250-E-61st-St-Los-Angeles-CA-90003/20930177_zpid/
413 W Century Blvd,LOS ANGELES,CA,90003,339900,814.0,2.0,1.0,4.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/413-W-Century-Blvd-Los-Angeles-CA-90003/20961424_zpid/
5883 Wall St,LOS ANGELES,CA,90003,350000,988.0,2.0,1.0,8.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/5883-Wall-St-Los-Angeles-CA-90003/20930036_zpid/
431 W Gage Ave,LOS ANGELES,CA,90003,439000,1400.0,3.0,2.0,113.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/431-W-Gage-Ave-Los-Angeles-CA-90003/20929428_zpid/
339 W 71st St,LOS ANGELES,CA,90003,510000,1045.0,7.0,3.0,17.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/339-W-71st-St-Los-Angeles-CA-90003/20933820_zpid/
407 E 59th Pl,LOS ANGELES,CA,90003,778000,3509.0,10.0,6.0,3.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/407-E-59th-Pl-Los-Angeles-CA-90003/20930763_zpid/
430 W 59th Pl,LOS ANGELES,CA,90003,778000,3618.0,10.0,6.0,3.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/430-W-59th-Pl-Los-Angeles-CA-90003/20929401_zpid/
358 E 107th St,LOS ANGELES,CA,90003,419900,1410.0,5.0,3.0,42.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/358-E-107th-St-Los-Angeles-CA-90003/20966624_zpid/
130 E 67th St,LOS ANGELES,CA,90003,778000,3586.0,10.0,6.0,4.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/130-E-67th-St-Los-Angeles-CA-90003/20933043_zpid/
8310 Towne Ave,LOS ANGELES,CA,90003,380000,1172.0,3.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/8310-Towne-Ave-Los-Angeles-CA-90003/20945840_zpid/
200 W 69th St,LOS ANGELES,CA,90003,380000,1392.0,3.0,2.0,465.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/200-W-69th-St-Los-Angeles-CA-90003/20933723_zpid/
323 E 93rd St,LOS ANGELES,CA,90003,299000,568.0,2.0,1.0,73.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/323-E-93rd-St-Los-Angeles-CA-90003/20960017_zpid/
350 E 59th Pl,LOS ANGELES,CA,90003,369000,1458.0,0.0,,120.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/350-E-59th-Pl-Los-Angeles-CA-90003/20930678_zpid/
9415 S Figueroa St,LOS ANGELES,CA,90003,365000,803.0,2.0,2.0,15.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/9415-S-Figueroa-St-Los-Angeles-CA-90003/20951482_zpid/
130 E Colden Ave,LOS ANGELES,CA,90003,480000,1657.0,4.0,2.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/130-E-Colden-Ave-Los-Angeles-CA-90003/20959561_zpid/
406 E 83rd St,LOS ANGELES,CA,90003,555000,2076.0,5.0,3.0,1.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/406-E-83rd-St-Los-Angeles-CA-90003/20945837_zpid/
418 E 68th St,LOS ANGELES,CA,90003,450000,1439.0,3.0,2.0,51.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/418-E-68th-St-Los-Angeles-CA-90003/20933402_zpid/
201 E Century Blvd,LOS ANGELES,CA,90003,699000,3334.0,8.0,4.0,11.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/201-E-Century-Blvd-Los-Angeles-CA-90003/20959879_zpid/
229 E 64th St,LOS ANGELES,CA,90003,425000,829.0,2.0,1.0,9.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/229-E-64th-St-Los-Angeles-CA-90003/20930290_zpid/
429 W 65th St,LOS ANGELES,CA,90003,347000,1170.0,3.0,1.0,302.0,Auction,http://www.zillow.com/homes/for_sale//homedetails/429-W-65th-St-Los-Angeles-CA-90003/20929453_zpid/
10212 S San Pedro St,LOS ANGELES,CA,90003,325000,520.0,2.0,1.0,59.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/10212-S-San-Pedro-St-Los-Angeles-CA-90003/20966204_zpid/
441 W 69th St,LOS ANGELES,CA,90003,649000,2128.0,6.0,4.0,16.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/441-W-69th-St-Los-Angeles-CA-90003/20934395_zpid/
6419 S Figueroa St,LOS ANGELES,CA,90003,469990,1154.0,3.0,2.0,120.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/6419-S-Figueroa-St-Los-Angeles-CA-90003/20928975_zpid/
244 W 66th St,LOS ANGELES,CA,90003,485000,1860.0,5.0,2.0,72.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/244-W-66th-St-Los-Angeles-CA-90003/20933584_zpid/
9900 S Main St # 2,Los Angeles,CA,90003,610000,2480.0,4.0,2.0,3.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/9900-S-Main-St-2-Los-Angeles-CA-90003/2086265543_zpid/
247 E 84th Pl,LOS ANGELES,CA,90003,799900,3616.0,10.0,6.0,91.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/247-E-84th-Pl-Los-Angeles-CA-90003/20945499_zpid/
7427 South Broadway,Los Angeles,CA,90003,350000,1632.0,2.0,2.0,62.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/7427-South-Broadway-Los-Angeles-CA-90003/135894692_zpid/
309 E 90th St,LOS ANGELES,CA,90003,410000,1220.0,3.0,2.0,8.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/309-E-90th-St-Los-Angeles-CA-90003/20952783_zpid/
352 E 84th Pl,LOS ANGELES,CA,90003,530000,1984.0,4.0,4.0,11.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/352-E-84th-Pl-Los-Angeles-CA-90003/20945754_zpid/
110 W 77th St,LOS ANGELES,CA,90003,850000,3888.0,6.0,4.0,17.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/110-W-77th-St-Los-Angeles-CA-90003/20946197_zpid/
6716 S Figueroa St,LOS ANGELES,CA,90003,570000,2081.0,4.0,3.0,15.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/6716-S-Figueroa-St-Los-Angeles-CA-90003/20934375_zpid/
343 W 71st St,LOS ANGELES,CA,90003,709000,2733.0,8.0,4.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/343-W-71st-St-Los-Angeles-CA-90003/20933821_zpid/
10510 South Broadway,Los Angeles,CA,90003,885000,2238.0,8.0,5.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/10510-South-Broadway-Los-Angeles-CA-90003/20971630_zpid/
9900 S Main St # 1,Los Angeles,CA,90003,610000,2480.0,4.0,2.0,3.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/9900-S-Main-St-1-Los-Angeles-CA-90003/2086265544_zpid/
0 W 64th St,Los Angeles,CA,90003,100000,1966.0,,,3.0,Lot / Land for sale,http://www.zillow.com/homes/for_sale//homedetails/0-W-64th-St-Los-Angeles-CA-90003/2086255663_zpid/
5876 S Figueroa St,Los Angeles,CA,90003,1300000,756.0,8.0,8.0,17.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/5876-S-Figueroa-St-Los-Angeles-CA-90003/135877125_zpid/
161 W 78th St,LOS ANGELES,CA,90003,859900,3554.0,10.0,6.0,10.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/161-W-78th-St-Los-Angeles-CA-90003/20946178_zpid/
331 E 104th St,LOS ANGELES,CA,90003,789000,3609.0,10.0,6.0,21.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/331-E-104th-St-Los-Angeles-CA-90003/20966269_zpid/
353 W 73rd St,Los Angeles,CA,90003,99995,601.0,,,162.0,Lot / Land for sale,http://www.zillow.com/homes/for_sale//homedetails/353-W-73rd-St-Los-Angeles-CA-90003/2088165463_zpid/
222 W 62nd St,LOS ANGELES,CA,90003,605000,1997.0,5.0,4.0,15.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/222-W-62nd-St-Los-Angeles-CA-90003/20929908_zpid/
134 W 65th St,LOS ANGELES,CA,90003,379000,1065.0,2.0,1.0,183.0,Auction,http://www.zillow.com/homes/for_sale//homedetails/134-W-65th-St-Los-Angeles-CA-90003/20933569_zpid/
152 W 83rd St,LOS ANGELES,CA,90003,350000,776.0,2.0,1.0,493.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/152-W-83rd-St-Los-Angeles-CA-90003/20946597_zpid/
242 E 77th St,LOS ANGELES,CA,90003,425000,1050.0,3.0,2.0,11.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/242-E-77th-St-Los-Angeles-CA-90003/20940513_zpid/
139 E 98th St,LOS ANGELES,CA,90003,429000,1380.0,3.0,2.0,15.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/139-E-98th-St-Los-Angeles-CA-90003/20959556_zpid/
434 W 99th St,LOS ANGELES,CA,90003,369999,786.0,2.0,1.0,157.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/434-W-99th-St-Los-Angeles-CA-90003/20961410_zpid/
221 W Gage Ave,LOS ANGELES,CA,90003,499999,1.0,5.0,3.0,44.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/221-W-Gage-Ave-Los-Angeles-CA-90003/20929921_zpid/
234 W 78th St,LOS ANGELES,CA,90003,616000,2454.0,4.0,3.0,15.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/234-W-78th-St-Los-Angeles-CA-90003/20946233_zpid/
216 W 71st St,LOS ANGELES,CA,90003,389000,1424.0,4.0,1.0,288.0,Auction,http://www.zillow.com/homes/for_sale//homedetails/216-W-71st-St-Los-Angeles-CA-90003/20933850_zpid/
124 E 76th St,LOS ANGELES,CA,90003,445000,1140.0,3.0,2.0,67.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/124-E-76th-St-Los-Angeles-CA-90003/20940262_zpid/
10609 S San Pedro St,LOS ANGELES,CA,90003,425000,906.0,3.0,1.0,67.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/10609-S-San-Pedro-St-Los-Angeles-CA-90003/20966533_zpid/
427 W 91st Pl,LOS ANGELES,CA,90003,356000,1297.0,3.0,1.0,155.0,Auction,http://www.zillow.com/homes/for_sale//homedetails/427-W-91st-Pl-Los-Angeles-CA-90003/60115691_zpid/
201 W 60th St,LOS ANGELES,CA,90003,549000,512.0,5.0,3.0,42.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/201-W-60th-St-Los-Angeles-CA-90003/20929744_zpid/
145 W 90th St,LOS ANGELES,CA,90003,895000,2290.0,8.0,6.0,21.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/145-W-90th-St-Los-Angeles-CA-90003/20952121_zpid/
354 W 80th St,LOS ANGELES,CA,90003,179500,2888.0,,,131.0,Lot / Land for sale,http://www.zillow.com/homes/for_sale//homedetails/354-W-80th-St-Los-Angeles-CA-90003/20946391_zpid/
317 W 77th St,LOS ANGELES,CA,90003,925000,1.0,8.0,4.0,30.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/317-W-77th-St-Los-Angeles-CA-90003/20946145_zpid/
144 W 101st St,LOS ANGELES,CA,90003,419900,1100.0,2.0,1.0,126.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/144-W-101st-St-Los-Angeles-CA-90003/20960610_zpid/
152 W 85th St,LOS ANGELES,CA,90003,735000,3332.0,8.0,6.0,60.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/152-W-85th-St-Los-Angeles-CA-90003/20951791_zpid/
8630 Wall St,LOS ANGELES,CA,90003,365000,1240.0,2.0,1.0,198.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/8630-Wall-St-Los-Angeles-CA-90003/20952778_zpid/
329 W 74th St,LOS ANGELES,CA,90003,535000,1148.0,4.0,3.0,36.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/329-W-74th-St-Los-Angeles-CA-90003/20945979_zpid/
0 0 Rd,Los Angeles,CA,90003,45000,,,,172.0,Lot / Land for sale,http://www.zillow.com/homes/for_sale//homedetails/0-0-Rd-Los-Angeles-CA-90003/2092716748_zpid/
217 E Gage Ave,LOS ANGELES,CA,90003,660000,1996.0,4.0,3.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/217-E-Gage-Ave-Los-Angeles-CA-90003/20930264_zpid/
7224 South Broadway,Los Angeles,CA,90003,875000,2872.0,3.0,5.0,46.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/7224-South-Broadway-Los-Angeles-CA-90003/135894550_zpid/
